nums,mark1,mark2,ratio
"[5.628250361371165, 31.41546356067718, 19.070005531280092, 33.63870326201762, 10.247577284653937]",1,0,0.1791554134001722
"[26.516435722224514, 6.26174965641934, 4.324035227853555, 34.929449516446354, 27.968329877056252]",3,1,0.1792684895727036
"[19.728315135414725, 25.786859597533525, 27.761758481816624, 3.5462746106774583, 23.176792174557654]",3,0,0.1797555739725317
"[23.14836927012135, 20.004938234587712, 17.106288007282267, 17.860063447992154, 4.1640914711512504, 17.71624956886526]",0,4,0.1798870331883824
"[8.585890155901955, 5.811602038557721, 32.13678195953632, 26.923804236575545, 21.69576535722211, 4.846156252206344]",5,3,0.17999522688635958
"[31.43566597999839, 20.569869584445925, 35.64136565090675, 8.650309407201465, 3.7027893774474583]",1,4,0.1800103477684347
"[22.97825969736863, 16.98395374711336, 21.553959058896876, 19.786105854789174, 8.156142095626267, 3.5696592466344903, 6.971920299571217]",5,3,0.1804124203535717
"[11.436030792639826, 31.972124451796113, 31.37536820532445, 5.769400140808447, 8.416542033119402, 11.030534376311758]",3,1,0.18045094718390967
"[22.795385084579113, 5.431400312810335, 4.462124730815393, 18.711945034338648, 23.873343125627738, 24.725801711828776]",2,5,0.1804643094213896
"[15.887732072123727, 4.609577652575917, 25.542762120848966, 26.12242138398229, 17.16924995971037, 10.668256810758725]",2,1,0.18046512083410923
"[23.49544559776602, 3.4419171449646506, 12.422585259580453, 28.391664460828007, 19.019199010156377, 8.939271002698877, 4.289917524005607]",1,4,0.18097066775139395
"[4.15716004151313, 6.884190721153757, 12.41850922355868, 24.775794454609077, 8.623450910555263, 22.96945469642232, 8.339796769062987, 11.831643183124791]",5,0,0.18098644902356525
"[18.97438798921536, 5.262229053302109, 29.011615422799533, 26.699992320218172, 20.051775214464826]",1,2,0.18138352437853733
"[16.975098682824505, 14.550816042608181, 8.133672614584308, 9.948323019127148, 19.852676260465454, 3.2558001860234, 7.613301989873872, 16.062658265639406, 3.6076529388537466]",8,4,0.18172123957101005
"[4.269488448911815, 35.99045235649808, 37.361909948087124, 15.835369810470574, 6.5427794360324]",4,1,0.18179208672410865
"[23.647990521720118, 13.948164965236298, 22.32238214451249, 3.7874684549026116, 20.832688414746677, 15.461305498881808]",3,4,0.1818041137802265
"[26.783393659548622, 9.393893747413818, 4.881302359661483, 22.81006981670519, 36.13134041667089]",0,2,0.18225107772783064
"[22.157501507343756, 4.176593241891264, 12.864955660128714, 20.160976545924925, 22.88855775556942, 12.401941423878437, 5.349473865263491]",1,4,0.18247516014306245
"[6.755865792452527, 37.022293624271896, 9.974714523174102, 26.719554865096157, 19.527571195005322]",0,1,0.18248101700601732
"[25.320749341910147, 5.610735121010747, 16.107323603379676, 10.991346109226159, 10.649848597782054, 21.240384078980515, 5.45373925086765, 4.625873896843039]",7,0,0.1826910347075089
"[26.10855688793327, 15.447834873440259, 16.886387400550817, 11.344906436779892, 21.55232767962409, 3.950587773372537, 4.709398948299151]",4,5,0.18330213943004797
"[12.968736904853074, 14.047318106932133, 4.1104203766853455, 22.37938595084202, 5.112183075897946, 14.84543367693043, 6.11712369506284, 20.419398212796203]",3,2,0.18366993561459588
"[17.361856419547802, 3.2182341655491085, 17.50916117244277, 16.29864725635318, 17.06948238387243, 11.283799348529612, 17.258819253705088]",1,2,0.18380287518366137
"[26.73473140475322, 4.416855199700495, 18.525401031218713, 17.360525386854416, 9.019729930685097, 23.942757046788053]",5,1,0.18447563039917414
"[3.513066733386624, 4.093358610421129, 15.741495364124289, 22.171147675896055, 14.742787954131352, 25.294704102585072, 7.552669787655915, 6.890769771799572]",1,3,0.18462547226958986
"[4.520738568707256, 32.78546804436269, 4.001237397878468, 5.092970040588462, 22.42424775687194, 6.067428773043793, 3.2331761683431157, 21.874733250204265]",1,5,0.18506457692883418
"[23.156869791553394, 23.042102983465295, 11.265778522581694, 24.174343085273215, 4.2715870144141554, 14.089318602712233]",4,1,0.1853818211592661
"[11.734987198119859, 17.973516930173574, 20.791817726193525, 15.60663772366121, 10.728877398260138, 3.8558671586012356, 19.30829586499046]",2,5,0.18545118129540042
"[21.47016178065302, 18.45373502714826, 23.71911356733857, 4.404965132135033, 31.95202449272512]",3,2,0.18571373334122862
"[6.218611360050842, 8.900085594052468, 33.44905176264757, 13.694619310522834, 7.845624157906197, 29.89200781482008]",0,2,0.1859129342194131
"[5.643806944357709, 30.342536754675482, 16.298762615804023, 13.955519994969432, 24.95682217494059, 8.80255151525278]",1,0,0.18600313447714797
"[10.98926515906823, 5.816411674294884, 32.47096050487612, 3.011197072368068, 16.156326655760488, 12.32067464757463, 4.5358648520620575, 14.699299433995531]",4,3,0.18637881843608523
"[4.724852032711172, 27.373549550577945, 5.883048476099916, 8.351958748395646, 31.542117707479527, 22.124473484735784]",2,4,0.18651406131506762
"[9.784850983164887, 25.15036353182694, 20.772751938995324, 24.473271725140325, 15.25356039177917, 4.565201429093343]",5,3,0.18653825611733435
"[19.184248540100587, 18.58492001225964, 4.627047031602718, 21.646433035983254, 11.933293291505116, 20.247114335277374, 3.7769437532713224]",5,6,0.1865423235493168
"[31.78134327989517, 30.547538233737946, 14.068215883237402, 5.933731030092051, 17.669171573037428]",3,0,0.18670485315344493
"[30.35177907997573, 3.999193894446064, 28.496647656844722, 7.330095388123317, 21.405540173792055, 8.416743806818097]",4,1,0.1868298516167553
"[27.31830202591804, 15.221116784079431, 23.038154054526967, 5.10601807698882, 29.316409058486737]",3,0,0.18690832512740077
"[11.55017884923674, 29.88569572955818, 5.628193543621204, 6.734432306562469, 16.09042888094355, 30.111070690077867]",5,2,0.18691442763859584
"[17.330074835212937, 3.6758902980529373, 17.02480514575095, 15.602550554864195, 9.52728030758705, 17.174181193907575, 19.665217664624357]",1,6,0.1869234483310843
"[3.450725700825561, 4.283027778019718, 20.173054760482234, 30.40456152631214, 9.406854183492975, 18.404235938024126, 13.877540112843246]",0,5,0.1874962759902561
"[19.310716093355566, 4.375150128700298, 15.4172399429539, 3.624042827329556, 13.858625692626463, 7.810604438777193, 14.329547739537304, 21.274073136719718]",0,3,0.18767003822175798
"[5.4250901439684265, 30.991215976166867, 20.871190597192115, 13.865232498718042, 28.847270783954567]",0,4,0.1880625097812016
"[4.798218143605431, 7.687445956394943, 15.65454953817893, 5.88822281388831, 3.095064257878024, 23.629475734046967, 16.452697461217724, 22.79432609478968]",6,4,0.18811895527610017
"[5.949701469874535, 19.465161436667287, 28.751263259056675, 16.92618011470579, 24.32323680222743, 4.584456917468305]",4,5,0.18848054454037458
"[3.7080017756101697, 6.097423606738245, 4.179818891647197, 12.406293649467145, 13.309018825029534, 10.864502393236434, 6.398625398339071, 19.650191648948496, 17.472028653184516, 5.914095157799192]",0,7,0.18870054001781653
"[14.567083536971907, 4.8896758145921515, 25.86671666857841, 18.988583839827296, 13.403226408339869, 22.284713731690353]",1,2,0.1890334933977873
"[28.055754796387745, 22.801050896798724, 7.133642262718355, 36.702476739042616, 5.307075305052554]",4,0,0.18916173681899495
"[8.284753190147029, 6.730420489031404, 21.629268909572577, 9.770008920242319, 35.452763953600524, 18.132784537406142]",1,4,0.189841911841908
"[21.5439717024122, 28.041387932859944, 11.43816885343266, 14.110987727659564, 5.325092640930623, 5.130425431737215, 14.409965710967777]",1,4,0.18990117941667506
"[23.58777220992904, 5.571556364515717, 17.475464410240413, 24.9546931014412, 23.87472554451478, 4.535788369358857]",4,5,0.18998284863638798
"[31.56689746616596, 11.312245889160423, 26.61163501976075, 6.0148206317040716, 14.014199952910019, 10.480201040298773]",0,3,0.1905420270760178
"[17.53193016512991, 20.982210430128205, 19.627761154275127, 23.421917717543767, 4.467779948265176, 13.96840058465783]",3,4,0.19075209819043407
"[21.054664810050745, 14.456548220364283, 6.066889352788855, 28.819499545818747, 24.083173888674462, 5.519224182302908]",3,5,0.1915100633003067
"[5.764644232079368, 25.54185295203164, 23.378968725441982, 4.32447927885421, 4.490592674208209, 10.832539860307552, 25.66692227707703]",4,2,0.1920783045199661
"[5.705857812785096, 27.285947525298727, 29.702603203422903, 9.39841982809655, 27.90717163039673]",0,2,0.19209958715428543
"[9.668246099200973, 4.892006458080506, 20.997136331656645, 3.9968367366195796, 25.453050524755273, 5.859608372529481, 29.133115477157553]",4,1,0.19219725562256715
"[16.13445827124279, 21.834075206485952, 9.208475632372592, 26.488252892048994, 21.23569333430702, 5.099044663542648]",3,5,0.19250211345849969
"[23.020933980158773, 6.518774702922714, 5.22531639084854, 31.390127972912758, 33.844846953157216]",1,4,0.19260759878586511
"[8.74438497300438, 5.370845353812673, 8.542836530238958, 25.491742821038844, 24.02253934000646, 27.827650981898678]",5,1,0.19300390670079548
"[16.23493005379431, 17.95841293439449, 18.67777329816692, 8.856977217329296, 3.470226267409676, 13.563150219448339, 14.592483709013202, 6.646046300443771]",1,4,0.19323680105180088
"[19.212923881772745, 3.8201040425881043, 19.76892313923622, 3.6372545225322117, 13.194948834822533, 18.953295058522535, 21.412550520525652]",2,1,0.19323784182286496
"[9.26032607980461, 20.657451836071015, 14.450064909361169, 6.073586397037095, 18.304185415889986, 31.254385361836135]",3,5,0.19432749442109917
"[13.451868047519032, 29.52761040181282, 6.38367139687499, 9.099380918693104, 20.734866563202036, 5.74190410562094, 7.434089516789931, 7.626609049487139]",1,5,0.19445881422454767
"[5.350647159510624, 27.423537146018383, 34.052602373235906, 7.09658142728783, 4.081376157875507, 21.995255736071755]",0,1,0.19511148875583625
"[19.098996505732902, 24.67031498352437, 7.924658095076719, 22.179964294862273, 13.248444549064862, 8.541058383207092, 4.336563188531771]",3,6,0.19551714019378671
"[15.901815172655404, 38.85188532909731, 14.215483395342405, 3.604019432792729, 22.939947400299726, 4.486849269812442]",5,4,0.19559108796185898
"[5.131217637351636, 8.0574958605093, 16.876372909088197, 7.083272065030329, 11.512794247363427, 9.095695769520288, 11.346573354237124, 3.3011042383715887, 13.70240495062777, 13.893068967900343]",7,2,0.19560507794858523
"[16.514781930362826, 5.1409743246831425, 21.909533716370213, 26.197023011684344, 7.31906355196929, 22.918623464930192]",3,1,0.19624269224751895
"[30.50675292101533, 19.386870113659924, 38.918664926377076, 7.658065910732062, 3.5296461282156124]",3,2,0.19677103326177608
"[3.6043246504892394, 21.601421290135132, 32.43720373920466, 24.090454115963553, 18.266596204207403]",4,0,0.19731780405038155
"[25.89579286873498, 14.115954703103453, 27.358221725724054, 5.381509336512613, 27.248521365924915]",4,3,0.19749729771547714
"[23.306619452197054, 26.66091817771322, 4.619107805921096, 24.03135762053309, 21.381996943635546]",2,0,0.19818866547313296
"[23.899394355694977, 25.607411361237947, 19.111551295283554, 26.64174114288466, 4.739901844898837]",0,4,0.1983272786897785
"[3.459719829487782, 17.443735386436103, 15.784510460107242, 20.12996377686068, 38.52501042347608, 4.657060123632097]",0,1,0.19833595000403356
"[12.4833210685166, 6.758616393772518, 13.56545644365619, 9.580084840433376, 4.359493093204003, 22.820507990607158, 8.45981040065289, 21.97270976915726]",7,4,0.19840489129489863
"[14.543216120197366, 36.82442733072558, 10.854138231640748, 6.259768356910989, 31.518449960525313]",3,4,0.19860647857844904
"[4.022439765770013, 38.36010865654818, 26.5484704000611, 20.236762051901483, 10.832219125719236]",0,3,0.1987689411702134
"[4.032424363466749, 22.624279785004667, 20.261126797249002, 26.791712022411513, 26.290457031868062]",0,2,0.19902271003082908
"[35.23706074075193, 25.030078054752686, 7.507587127753615, 18.419921334200716, 4.056159537492684, 6.069801987177851, 3.6793912178705233]",3,6,0.19975064774239334
"[33.297982833464026, 37.71475266039322, 17.588537997087588, 6.654916563792328, 4.743809945262835]",0,3,0.19985945085851348
"[20.697140873962173, 4.661885301801862, 5.345706003038686, 21.178867631102825, 6.993319551426961, 4.845213232120006, 13.043508171380262, 23.234359235167247]",1,7,0.20064617468536372
"[10.371222332041627, 24.2051995768561, 8.38462794885022, 7.9637856735717225, 10.624388873184747, 26.07761369136389, 7.1330869771382615, 5.240074926993448]",5,7,0.20094150442641157
"[4.135637454797961, 10.742028823512545, 31.36397843111251, 3.27163977891391, 7.140523831943983, 20.576171480184083, 22.770020199535015]",5,0,0.200991591598116
"[23.81504728092891, 28.681348432627626, 16.53870721703078, 4.790349589418866, 26.17454747999382]",0,3,0.20114801927162151
"[20.57974612101881, 10.993137725705425, 12.887915373148665, 4.394417977014563, 23.84061174945487, 4.141038065982676, 4.026615659574162, 11.584723613467723, 7.551793714633114]",5,0,0.2012191035609176
"[18.23652887212899, 6.87351564124629, 13.395967939910344, 3.916117826999046, 3.766267465185716, 12.509044349658845, 8.276366886986361, 18.711480818999767, 3.563723849782029, 10.750986349102627]",4,7,0.20128110124568133
"[33.91028505443053, 30.418166262324345, 14.247101010487368, 17.830280200816773, 3.594167471940983]",3,4,0.20157661189061632
"[16.396761096686653, 19.36291692700031, 8.14298360680135, 21.883925680478566, 7.554415931146767, 22.178067148583466, 4.480929609302884]",5,6,0.20204328805042351
"[22.924752497902723, 16.15729071331902, 3.7809020819035135, 14.931827102782112, 21.687130728442526, 9.63725449235314, 6.248691167742812, 4.6321512155541535]",0,7,0.20205894113700582
"[4.541992528582192, 14.283223710771809, 22.699576414399342, 22.440625390789457, 22.84244726267193, 13.192134692785277]",3,0,0.20240044336939067
"[18.392442789081628, 9.896621236514546, 10.784724946983559, 19.450839869807385, 8.812229918496712, 3.7270706323267793, 11.894697485843546, 17.04137312094585]",0,5,0.20264141501308863
"[9.29720977835531, 3.1911335879592695, 23.98273355139128, 7.2432421587911575, 15.743460097308747, 13.983631170853943, 26.558589655340295]",4,1,0.2026958221531476
"[25.97280471785138, 10.854738282698532, 31.89478098470826, 5.265105042540841, 11.364120962193612, 14.648450010007378]",0,3,0.20271607551579054
"[8.174028093990556, 14.481101976457136, 5.492935850286115, 27.096492973683826, 12.969178983918672, 8.729051236505136, 23.057210885158565]",3,2,0.20271759358751212
"[4.813394132811911, 11.672027707416897, 6.22662408661998, 23.739345866609195, 6.573967885375844, 27.727793998082653, 19.24684632308351]",0,3,0.2027601838676708
"[3.7543733279554856, 15.146837312378132, 10.375963694275733, 28.477103733831594, 18.504499565269672, 23.741222366289367]",0,4,0.20288975201479717
"[18.719090366994863, 3.0228790339180978, 7.2820055672174675, 4.468625174514303, 11.292634254676443, 4.607154042880672, 22.675863523735305, 27.931748036062864]",6,5,0.20317435929433367
"[6.190431628598212, 18.60361557566, 17.775394338769026, 19.69929660209845, 7.27320547583434, 30.458056379039967]",5,0,0.20324447336889898
"[20.06293780977101, 4.381298007879639, 31.39548640243327, 6.214624441123795, 30.5657264545374, 7.379926884254895]",3,4,0.20332003070063628
"[8.145285625350605, 3.74330803667559, 17.558588825752658, 12.252677902489893, 20.13093796161887, 19.814178140475615, 18.355023507636787]",6,1,0.20393915786150588
"[24.450032675994898, 7.909477672552692, 3.5399433488497354, 17.33152812106102, 16.71962710751614, 30.04939107402552]",2,3,0.20424877276390002
"[22.110357593954202, 9.731063823828924, 29.56196054620494, 30.39182626323459, 3.6872447349821087, 4.517547037795227]",0,5,0.204318135452974
"[15.415369289481736, 6.88506329288668, 4.994866569192051, 4.18172958550059, 13.866749413538702, 7.914958242848911, 20.460835372621112, 21.471763383149995, 4.808664850780208]",6,3,0.20437726560745473
"[9.649079230333163, 16.812751811170376, 7.708740665144123, 3.828910527053798, 17.555373800768, 13.305791527678075, 12.420469977758254, 18.7188824600942]",7,3,0.2045480297884476
"[21.444465409582758, 5.748743956535842, 28.09922565543187, 31.04032461963373, 13.667240358815798]",1,2,0.20458727322347228
"[24.48056295069204, 8.356658781617147, 7.292450223585555, 18.061678487801306, 27.78972118785741, 3.7011707739709507, 10.31775759447559]",3,5,0.20491842862061174
